2	2:13	Cum exárserit in brevi ira ejus: * beáti omnes qui confídunt in eo.	Quando em breve se inflamar a sua ira: * bem-aventurados todos os que confiam nele.
3	3:2	Dómine, quid multiplicáti sunt qui tríbulant me? * multi insúrgunt advérsum me.	Senhor, por que se multiplicaram os que me atribulam? * muitos se levantam contra mim.
3	3:3	Multi dicunt ánimæ meæ: * Non est salus ipsi in Deo ejus.	Muitos dizem à minha alma: * Não há salvação para ele no seu Deus.
3	3:4	Tu autem, Dómine, suscéptor meus es, * glória mea, et exáltans caput meum.	Vós, porém, Senhor, sois o meu amparo, * a minha glória, e quem exalta a minha cabeça.
3	3:5	Voce mea ad Dóminum clamávi: * et exaudívit me de monte sancto suo.	Com a minha voz clamei ao Senhor: * e ele me escutou do seu monte santo.
3	3:6	Ego dormívi, et soporátus sum: * et exsurréxi, quia Dóminus suscépit me.	Eu dormi, e fui tomado pelo sono: * e me levantei, porque o Senhor me amparou.
3	3:7	Non timébo míllia pópuli circumdántis me: * exsúrge, Dómine, salvum me fac, Deus meus.	Não temerei o povo que me cerca aos milhares: * levantai-vos, Senhor, salvai-me, meu Deus.
3	3:8	Quóniam tu percussísti omnes adversántes mihi sine causa: * dentes peccatórum contrivísti.	Porque vós feristes todos os que se opõem a mim sem causa: * quebrastes os dentes dos pecadores.
3	3:9	Dómini est salus: * et super pópulum tuum benedíctio tua.	Do Senhor é a salvação: * e sobre o vosso povo a vossa bênção.
4	4:2a	Cum invocárem exaudívit me Deus justítiæ meæ: * in tribulatióne dilatásti mihi.	Quando invoquei, escutou-me o Deus da minha justiça: * na tribulação me abristes espaço.
4	4:2b	Miserére mei, * et exáudi oratiónem meam.	Tende piedade de mim, * e escutai a minha oração.
4	4:3	Fílii hóminum, úsquequo gravi corde? * ut quid dilígitis vanitátem, et quǽritis mendácium?	Filhos dos homens, até quando tereis o coração pesado? * por que amais a vaidade, e buscais a mentira?
4	4:4	Et scitóte quóniam mirificávit Dóminus sanctum suum: * Dóminus exáudiet me cum clamávero ad eum.	E sabei que o Senhor fez maravilhoso o seu santo: * o Senhor me escutará quando eu clamar a ele.
4	4:5	Irascímini, et nolíte peccáre: ‡ quæ dícitis in córdibus vestris, * in cubílibus vestris compungímini.	Irai-vos, e não pequeis: ‡ do que dizeis nos vossos corações, * nos vossos leitos compungi-vos.
4	4:6	Sacrificáte sacrifícium justítiæ, † et speráte in Dómino. * Multi dicunt: Quis osténdit nobis bona?	Sacrificai um sacrifício de justiça, † e esperai no Senhor. * Muitos dizem: Quem nos mostra os bens?
4	4:7	Signátum est super nos lumen vultus tui, Dómine: * dedísti lætítiam in corde meo.	A luz do vosso rosto está marcada sobre nós, Senhor: * destes alegria no meu coração.
4	4:8	A fructu fruménti, vini, et ólei sui * multiplicáti sunt.	Pelo fruto do seu trigo, vinho e azeite * eles se multiplicaram.
4	4:9	In pace in idípsum * dórmiam, et requiéscam;	Em paz, a um só tempo, * dormirei e repousarei;
4	4:10	Quóniam tu, Dómine, singuláriter in spe * constituísti me.	Porque vós, Senhor, a sós na esperança * me estabelecestes.
5	5:2	Verba mea áuribus pércipe, Dómine, * intéllege clamórem meum.	Dai ouvidos, Senhor, às minhas palavras, * entendei o meu clamor.
5	5:3	Inténde voci oratiónis meæ, * Rex meus et Deus meus.	Atendei à voz da minha oração, * meu Rei e meu Deus.
5	5:4	Quóniam ad te orábo: * Dómine, mane exáudies vocem meam.	Porque a vós orarei: * Senhor, de manhã escutareis a minha voz.
5	5:5	Mane astábo tibi et vidébo: * quóniam non Deus volens iniquitátem tu es.	De manhã me porei diante de vós e verei: * porque vós não sois um Deus que queira a iniquidade.
5	5:6	Neque habitábit juxta te malígnus: * neque permanébunt injústi ante óculos tuos.	Nem o malvado habitará junto de vós: * nem os injustos permanecerão diante dos vossos olhos.
5	5:7a	Odísti omnes, qui operántur iniquitátem: * perdes omnes, qui loquúntur mendácium.	Odiais todos os que praticam a iniquidade: * fareis perecer todos os que falam mentira.
5	5:7b	Virum sánguinum et dolósum abominábitur Dóminus: * (8a) ego autem in multitúdine misericórdiæ tuæ.	O Senhor abominará o homem de sangue e enganador: * mas eu, na multidão da vossa misericórdia.
5	5:8b	Introíbo in domum tuam: * adorábo ad templum sanctum tuum in timóre tuo.	Entrarei na vossa casa: * no vosso temor adorarei voltado para o vosso templo santo.
5	5:9	Dómine, deduc me in justítia tua: * propter inimícos meos dírige in conspéctu tuo viam meam.	Senhor, guiai-me na vossa justiça: * por causa dos meus inimigos endireitai o meu caminho à vossa vista.
5	5:10	Quóniam non est in ore eórum véritas: * cor eórum vanum est.	Porque não há verdade na boca deles: * o seu coração é vão.
5	5:11a	Sepúlcrum patens est guttur eórum, † linguis suis dolóse agébant, * júdica illos, Deus.	A sua garganta é um sepulcro aberto, † com as suas línguas enganavam, * julgai-os, Deus.
5	5:11b	Décidant a cogitatiónibus suis, † secúndum multitúdinem impietátum eórum expélle eos, * quóniam irritavérunt te, Dómine.	Caiam dos seus próprios pensamentos, † segundo a multidão das suas impiedades expulsai-os, * porque vos provocaram, Senhor.
5	5:12a	Et læténtur omnes, qui sperant in te, * in ætérnum exsultábunt: et habitábis in eis.	E alegrem-se todos os que esperam em vós, * exultarão eternamente: e habitareis neles.
5	5:12b	Et gloriabúntur in te omnes, qui díligunt nomen tuum, * (13a) quóniam tu benedíces justo.	E em vós se gloriarão todos os que amam o vosso nome, * porque vós bendireis ao justo.
5	5:13b	Dómine, ut scuto bonæ voluntátis tuæ * coronásti nos.	Senhor, com a vossa boa vontade como escudo * nos coroastes.
6	6:2	Dómine, ne in furóre tuo árguas me, * neque in ira tua corrípias me.	Senhor, não me repreendais no vosso furor, * nem me castigueis na vossa ira.
6	6:3	Miserére mei, Dómine, quóniam infírmus sum: * sana me, Dómine, quóniam conturbáta sunt ossa mea.	Tende piedade de mim, Senhor, porque estou enfermo: * curai-me, Senhor, porque os meus ossos estão perturbados.
6	6:4	Et ánima mea turbáta est valde: * sed tu, Dómine, úsquequo?	E a minha alma está muito perturbada: * mas vós, Senhor, até quando?
6	6:5	Convértere, Dómine, et éripe ánimam meam: * salvum me fac propter misericórdiam tuam.	Voltai-vos, Senhor, e libertai a minha alma: * salvai-me por causa da vossa misericórdia.
6	6:6	Quóniam non est in morte qui memor sit tui: * in inférno autem quis confitébitur tibi?	Porque na morte não há quem se lembre de vós: * no inferno, porém, quem vos dará graças?
6	6:7	Laborávi in gémitu meo, † lavábo per síngulas noctes lectum meum: * lácrimis meis stratum meum rigábo.	Cansei-me gemendo, † lavarei todas as noites o meu leito: * com as minhas lágrimas regarei a minha cama.
6	6:8	Turbátus est a furóre óculus meus: * inveterávi inter omnes inimícos meos.	O meu olho está perturbado pelo furor: * envelheci entre todos os meus inimigos.
6	6:9	Discédite a me, omnes, qui operámini iniquitátem: * quóniam exaudívit Dóminus vocem fletus mei.	Afastai-vos de mim, todos vós que praticais a iniquidade: * porque o Senhor escutou a voz do meu pranto.
6	6:10	Exaudívit Dóminus deprecatiónem meam, * Dóminus oratiónem meam suscépit.	O Senhor escutou a minha prece, * o Senhor acolheu a minha oração.
6	6:11	Erubéscant, et conturbéntur veheménter omnes inimíci mei: * convertántur et erubéscant valde velóciter.	Que todos os meus inimigos corem e fiquem muito perturbados: * que se voltem e corem muito depressa.
7	7:2	Dómine, Deus meus, in te sperávi: * salvum me fac ex ómnibus persequéntibus me, et líbera me.	Senhor, meu Deus, em vós esperei: * salvai-me de todos os que me perseguem, e livrai-me.
7	7:3	Nequándo rápiat ut leo ánimam meam, * dum non est qui rédimat, neque qui salvum fáciat.	Para que não arrebate a minha alma como um leão, * enquanto não há quem resgate, nem quem salve.
7	7:4	Dómine, Deus meus, si feci istud, * si est iníquitas in mánibus meis:	Senhor, meu Deus, se fiz isto, * se há iniquidade nas minhas mãos:
7	7:5	Si réddidi retribuéntibus mihi mala, * décidam mérito ab inimícis meis inánis.	Se paguei aos que me retribuíam males, * caia eu vazio, com razão, diante dos meus inimigos.
7	7:6	Persequátur inimícus ánimam meam, † et comprehéndat, et concúlcet in terra vitam meam, * et glóriam meam in púlverem dedúcat.	Persiga o inimigo a minha alma, † e a prenda, e pise aos pés na terra a minha vida, * e faça descer ao pó a minha glória.
7	7:7a	Exsúrge, Dómine, in ira tua: * et exaltáre in fínibus inimicórum meórum.	Levantai-vos, Senhor, na vossa ira: * e exaltai-vos nos confins dos meus inimigos.
7	7:7b	Et exsúrge, Dómine, Deus meus, in præcépto quod mandásti: * (8a) et synagóga populórum circúmdabit te.	E levantai-vos, Senhor, meu Deus, no decreto que mandastes: * e a congregação dos povos vos cercará.
7	7:8b	Et propter hanc in altum regrédere: * (9a) Dóminus júdicat pópulos.	E por causa dela regressai ao alto: * o Senhor julga os povos.
7	7:9b	Júdica me, Dómine, secúndum justítiam meam, * et secúndum innocéntiam meam super me.	Julgai-me, Senhor, segundo a minha justiça, * e segundo a minha inocência sobre mim.
7	7:10	Consumétur nequítia peccatórum, et díriges justum, * scrutans corda et renes, Deus.	Será consumida a maldade dos pecadores, e dirigireis o justo, * Deus, vós que sondais os corações e os rins.
7	7:11	Justum adjutórium meum a Dómino, * qui salvos facit rectos corde.	Justo é o meu auxílio vindo do Senhor, * que salva os retos de coração.
7	7:12	Deus judex justus, fortis, et pátiens: * numquid iráscitur per síngulos dies?	Deus é juiz justo, forte e paciente: * acaso se ira todos os dias?
7	7:13	Nisi convérsi fuéritis, gládium suum vibrábit: * arcum suum teténdit, et parávit illum.	Se não vos converterdes, ele brandirá a sua espada: * armou o seu arco, e o preparou.
7	7:14	Et in eo parávit vasa mortis: * sagíttas suas ardéntibus effécit.	E nele preparou instrumentos de morte: * fez as suas setas para os que ardem.
7	7:15	Ecce, partúriit injustítiam: * concépit dolórem, et péperit iniquitátem.	Eis que sentiu as dores de parto da injustiça: * concebeu a dor, e deu à luz a iniquidade.
7	7:16	Lacum apéruit, et effódit eum: * et íncidit in fóveam quam fecit.	Abriu uma cova, e a cavou: * e caiu no fosso que fez.
7	7:17	Convertétur dolor ejus in caput ejus: * et in vérticem ipsíus iníquitas ejus descéndet.	A sua dor se voltará sobre a sua cabeça: * e sobre o alto da sua cabeça descerá a sua iniquidade.
7	7:18	Confitébor Dómino secúndum justítiam ejus: * et psallam nómini Dómini altíssimi.	Darei graças ao Senhor segundo a sua justiça: * e entoarei salmos ao nome do altíssimo Senhor.
8	8:2a	Dómine, Dóminus noster, * quam admirábile est nomen tuum in univérsa terra!	Senhor, nosso Senhor, * como é admirável o vosso nome em toda a terra!
8	8:2b	Quóniam eleváta est magnificéntia tua, * super cælos.	Porque se elevou a vossa magnificência * sobre os céus.
8	8:3	Ex ore infántium et lacténtium perfecísti laudem propter inimícos tuos, * ut déstruas inimícum et ultórem.	Da boca das crianças e dos que mamam aperfeiçoastes o louvor por causa dos vossos inimigos, * para destruirdes o inimigo e o vingador.
8	8:4	Quóniam vidébo cælos tuos, ópera digitórum tuórum: * lunam et stellas, quæ tu fundásti.	Porque verei os vossos céus, obras dos vossos dedos: * a lua e as estrelas, que vós fundastes.
8	8:5	Quid est homo quod memor es ejus? * aut fílius hóminis, quóniam vísitas eum?	Que é o homem, para que vos lembreis dele? * ou o filho do homem, para que o visiteis?
8	8:6	Minuísti eum paulo minus ab Ángelis, † glória et honóre coronásti eum: * (7) et constituísti eum super ópera mánuum tuárum.	Vós o fizestes um pouco menor que os anjos, † de glória e de honra o coroastes: * e o estabelecestes sobre as obras das vossas mãos.
8	8:8	Ómnia subjecísti sub pédibus ejus, * oves et boves univérsas: ínsuper et pécora campi.	Tudo sujeitastes debaixo dos seus pés, * todas as ovelhas e os bois: e ainda os animais do campo.
8	8:9	Vólucres cæli, et pisces maris, * qui perámbulant sémitas maris.	As aves do céu, e os peixes do mar, * que percorrem as veredas do mar.
8	8:10	Dómine, Dóminus noster, * quam admirábile est nomen tuum in univérsa terra!	Senhor, nosso Senhor, * como é admirável o vosso nome em toda a terra!
9	9:2	Confitébor tibi, Dómine, in toto corde meo: * narrábo ómnia mirabília tua.	Eu vos darei graças, Senhor, de todo o meu coração: * narrarei todas as vossas maravilhas.
9	9:3	Lætábor et exsultábo in te: * psallam nómini tuo, Altíssime.	Eu me alegrarei e exultarei em vós: * Altíssimo, entoarei salmos ao vosso nome.
9	9:4	In converténdo inimícum meum retrórsum: * infirmabúntur, et períbunt a fácie tua.	Ao fazer voltar para trás o meu inimigo: * serão enfraquecidos, e perecerão diante da vossa face.
9	9:5	Quóniam fecísti judícium meum et causam meam: * sedísti super thronum, qui júdicas justítiam.	Porque fizestes valer o meu juízo e a minha causa: * sentastes-vos sobre o trono, vós que julgais a justiça.
9	9:6	Increpásti gentes, et périit ímpius: * nomen eórum delésti in ætérnum, et in sǽculum sǽculi.	Repreendestes as nações, e pereceu o ímpio: * apagastes o nome deles para sempre, e pelos séculos dos séculos.
9	9:7a	Inimíci defecérunt frámeæ in finem: * et civitátes eórum destruxísti.	As espadas do inimigo desfaleceram para sempre: * e destruístes as cidades deles.
9	9:7b	Périit memória eórum cum sónitu: * (8a) et Dóminus in ætérnum pérmanet.	Pereceu a memória deles com estrondo: * e o Senhor permanece para sempre.
9	9:8b	Parávit in judício thronum suum: * (9) et ipse judicábit orbem terræ in æquitáte, judicábit pópulos in justítia.	Preparou o seu trono em juízo: * e ele mesmo julgará o mundo com equidade, julgará os povos com justiça.
9	9:10	Et factus est Dóminus refúgium páuperi: * adjútor in opportunitátibus, in tribulatióne.	E o Senhor se fez refúgio para o pobre: * auxílio nas horas oportunas, na tribulação.
9	9:11	Et sperent in te qui novérunt nomen tuum: * quóniam non dereliquísti quæréntes te, Dómine.	E esperem em vós os que conhecem o vosso nome: * porque não abandonastes os que vos buscam, Senhor.
9	9:12	Psállite Dómino, qui hábitat in Sion: * annuntiáte inter gentes stúdia ejus:	Entoai salmos ao Senhor, que habita em Sião: * anunciai entre as nações os seus feitos:
9	9:13	Quóniam requírens sánguinem eórum recordátus est: * non est oblítus clamórem páuperum.	Porque, ao pedir contas do sangue deles, ele se lembrou: * não esqueceu o clamor dos pobres.
9	9:14	Miserére mei, Dómine: * vide humilitátem meam de inimícis meis.	Tende piedade de mim, Senhor: * vede a minha humilhação que me vem dos meus inimigos.
9	9:15	Qui exáltas me de portis mortis, * ut annúntiem omnes laudatiónes tuas in portis fíliæ Sion.	Vós que me exaltais das portas da morte, * para que eu anuncie todos os vossos louvores nas portas da filha de Sião.
9	9:16a	Exsultábo in salutári tuo: * infíxæ sunt gentes in intéritu, quem fecérunt.	Exultarei na vossa salvação: * as nações ficaram cravadas na destruição que fizeram.
9	9:16b	In láqueo isto, quem abscondérunt, * comprehénsus est pes eórum.	Neste laço que esconderam, * ficou preso o pé deles.
9	9:17	Cognoscétur Dóminus judícia fáciens: * in opéribus mánuum suárum comprehénsus est peccátor.	O Senhor será conhecido ao executar juízos: * o pecador ficou preso nas obras das suas mãos.
9	9:18	Convertántur peccatóres in inférnum, * omnes gentes quæ obliviscúntur Deum.	Voltem os pecadores para o inferno, * todas as nações que esquecem a Deus.
9	9:19	Quóniam non in finem oblívio erit páuperis: * patiéntia páuperum non períbit in finem.	Porque o esquecimento do pobre não será para sempre: * a paciência dos pobres não perecerá para sempre.
9	9:20	Exsúrge, Dómine, non confortétur homo: * judicéntur gentes in conspéctu tuo.	Levantai-vos, Senhor, não se fortaleça o homem: * sejam julgadas as nações à vossa vista.
9	9:21	Constítue, Dómine, legislatórem super eos: * ut sciant gentes quóniam hómines sunt.	Estabelecei, Senhor, um legislador sobre eles: * para que as nações saibam que são homens.
9	9:22	Ut quid, Dómine, recessísti longe, * déspicis in opportunitátibus, in tribulatióne?	Por que, Senhor, vos retirastes para longe, * desdenhais nas horas oportunas, na tribulação?
9	9:23	Dum supérbit ímpius, incénditur pauper: * comprehendúntur in consíliis quibus cógitant.	Enquanto o ímpio se enche de soberba, o pobre é abrasado: * ficam presos nos conselhos em que pensam.
9	9:24	Quóniam laudátur peccátor in desidériis ánimæ suæ: * et iníquus benedícitur.	Porque o pecador é louvado nos desejos da sua alma: * e o iníquo é bendito.
9	9:25	Exacerbávit Dóminum peccátor, * secúndum multitúdinem iræ suæ non quæret.	O pecador provocou o Senhor, * segundo a multidão da sua ira não buscará.
9	9:26a	Non est Deus in conspéctu ejus: * inquinátæ sunt viæ illíus in omni témpore.	Não há Deus à vista dele: * os caminhos dele estão manchados em todo o tempo.
9	9:26b	Auferúntur judícia tua a fácie ejus: * ómnium inimicórum suórum dominábitur.	Os vossos juízos são tirados da face dele: * dominará todos os seus inimigos.
9	9:27	Dixit enim in corde suo: * Non movébor a generatióne in generatiónem sine malo.	Pois disse no seu coração: * Não serei abalado de geração em geração, sem mal.
9	9:28	Cujus maledictióne os plenum est, et amaritúdine, et dolo: * sub lingua ejus labor et dolor.	A sua boca está cheia de maldição, e de amargura, e de engano: * debaixo da sua língua, fadiga e dor.
9	9:29	Sedet in insídiis cum divítibus in occúltis: * ut interfíciat innocéntem.	Senta-se de emboscada com os ricos em lugares ocultos: * para matar o inocente.
9	9:30a	Óculi ejus in páuperem respíciunt: * insidiátur in abscóndito, quasi leo in spelúnca sua.	Os seus olhos estão voltados para o pobre: * arma emboscada às escondidas, como leão no seu covil.
9	9:30b	Insidiátur ut rápiat páuperem: * rápere páuperem, dum áttrahit eum.	Arma emboscada para arrebatar o pobre: * arrebatar o pobre, enquanto o atrai.
9	9:31	In láqueo suo humiliábit eum: * inclinábit se, et cadet, cum dominátus fúerit páuperum.	No seu laço o humilhará: * ele se inclinará, e cairá, quando tiver dominado os pobres.
9	9:32	Dixit enim in corde suo: Oblítus est Deus, * avértit fáciem suam ne vídeat in finem.	Pois disse no seu coração: Deus se esqueceu, * desviou a sua face para nunca mais ver.
9	9:33	Exsúrge, Dómine Deus, exaltétur manus tua: * ne obliviscáris páuperum.	Levantai-vos, Senhor Deus, exalte-se a vossa mão: * não esqueçais os pobres.
9	9:34	Propter quid irritávit ímpius Deum? * dixit enim in corde suo: Non requíret.	Por que razão o ímpio provocou a Deus? * pois disse no seu coração: Não pedirá contas.
9	9:35a	Vides quóniam tu labórem et dolórem consíderas: * ut tradas eos in manus tuas.	Vedes, pois vós considerais a fadiga e a dor: * para os entregardes nas vossas mãos.
9	9:35b	Tibi derelíctus est pauper: * órphano tu eris adjútor.	A vós foi abandonado o pobre: * vós sereis auxílio para o órfão.
9	9:36	Cóntere brácchium peccatóris et malígni: * quærétur peccátum illíus, et non inveniétur.	Quebrai o braço do pecador e do malvado: * o pecado dele será buscado, e não se encontrará.
9	9:37	Dóminus regnábit in ætérnum, et in sǽculum sǽculi: * períbitis, gentes, de terra illíus.	O Senhor reinará para sempre, e pelos séculos dos séculos: * perecereis da terra dele, nações.
9	9:38	Desidérium páuperum exaudívit Dóminus: * præparatiónem cordis eórum audívit auris tua.	O Senhor escutou o desejo dos pobres: * o vosso ouvido ouviu o preparo do coração deles.
9	9:39	Judicáre pupíllo et húmili, * ut non appónat ultra magnificáre se homo super terram.	Para julgar em favor do órfão e do humilde, * para que o homem não torne mais a se engrandecer sobre a terra.
10	10:2	In Dómino confído: † quómodo dícitis ánimæ meæ: * Tránsmigra in montem sicut passer?	No Senhor confio: † como dizeis vós à minha alma: * Muda-te para o monte como um pardal?
10	10:3	Quóniam ecce peccatóres intendérunt arcum, † paravérunt sagíttas suas in pháretra, * ut sagíttent in obscúro rectos corde.	Porque eis que os pecadores armaram o arco, † prepararam as suas setas na aljava, * para flecharem no escuro os retos de coração.
10	10:4	Quóniam quæ perfecísti, destruxérunt: * justus autem quid fecit?	Porque destruíram o que aperfeiçoastes: * mas que fez o justo?
10	10:5a	Dóminus in templo sancto suo, * Dóminus in cælo sedes ejus.	O Senhor está no seu templo santo, * o Senhor tem no céu o seu trono.
10	10:5b	Óculi ejus in páuperem respíciunt: * pálpebræ ejus intérrogant fílios hóminum.	Os seus olhos estão voltados para o pobre: * as suas pálpebras interrogam os filhos dos homens.
10	10:6	Dóminus intérrogat justum et ímpium: * qui autem díligit iniquitátem, odit ánimam suam.	O Senhor interroga o justo e o ímpio: * mas quem ama a iniquidade odeia a sua alma.
10	10:7	Pluet super peccatóres láqueos: * ignis, et sulphur, et spíritus procellárum pars cálicis eórum.	Fará chover laços sobre os pecadores: * fogo e enxofre e vento de tempestades são a parte do cálice deles.
10	10:8	Quóniam justus Dóminus, et justítias diléxit: * æquitátem vidit vultus ejus.	Porque o Senhor é justo, e amou as justiças: * o seu rosto viu a equidade.
11	11:2	Salvum me fac, Dómine, quóniam defécit sanctus: * quóniam diminútæ sunt veritátes a fíliis hóminum.	Salvai-me, Senhor, porque já não há santo: * porque diminuíram as verdades entre os filhos dos homens.
11	11:3	Vana locúti sunt unusquísque ad próximum suum: * lábia dolósa, in corde et corde locúti sunt.	Cada um falou ao seu próximo coisas vãs: * com lábios enganadores, falaram com um coração e outro coração.
11	11:4	Dispérdat Dóminus univérsa lábia dolósa, * et linguam magníloquam.	Extermine o Senhor todos os lábios enganadores, * e a língua que fala grandezas.
11	11:5	Qui dixérunt: Linguam nostram magnificábimus, † lábia nostra a nobis sunt, * quis noster Dóminus est?	Os que disseram: Engrandeceremos a nossa língua, † os nossos lábios são nossos, * quem é o nosso senhor?
11	11:6a	Propter misériam ínopum, et gémitum páuperum, * nunc exsúrgam, dicit Dóminus.	Por causa da miséria dos indigentes, e do gemido dos pobres, * agora me levantarei, diz o Senhor.
11	11:6b	Ponam in salutári: * fiduciáliter agam in eo.	Porei na salvação: * nele agirei com confiança.
11	11:7	Elóquia Dómini, elóquia casta: * argéntum igne examinátum, probátum terræ purgátum séptuplum.	As palavras do Senhor são palavras puras: * prata examinada no fogo, provada, purificada da terra sete vezes.
11	11:8	Tu, Dómine, servábis nos: et custódies nos * a generatióne hac in ætérnum.	Vós, Senhor, nos conservareis: e nos guardareis * desta geração para sempre.
11	11:9	In circúitu ímpii ámbulant: * secúndum altitúdinem tuam multiplicásti fílios hóminum.	Os ímpios andam ao redor: * segundo a vossa altura multiplicastes os filhos dos homens.
12	12:1	Úsquequo, Dómine, obliviscéris me in finem? * Úsquequo avértis fáciem tuam a me?	Até quando, Senhor, me esquecereis para sempre? * Até quando desviais de mim a vossa face?
12	12:2	Quámdiu ponam consília in ánima mea, * dolórem in corde meo per diem?	Até quando hei de pôr conselhos na minha alma, * e dor no meu coração durante o dia?
12	12:3	Úsquequo exaltábitur inimícus meus super me? * (4a) réspice, et exáudi me, Dómine, Deus meus.	Até quando o meu inimigo se exaltará sobre mim? * olhai, e escutai-me, Senhor, meu Deus.
12	12:4b	Illúmina óculos meos ne umquam obdórmiam in morte: * (5a) nequándo dicat inimícus meus: Præválui advérsus eum.	Iluminai os meus olhos, para que eu nunca adormeça na morte: * para que não diga o meu inimigo: Prevaleci contra ele.
12	12:5b	Qui tríbulant me, exsultábunt si motus fúero: * (6a) ego autem in misericórdia tua sperávi.	Os que me atribulam exultarão, se eu for abalado: * mas eu esperei na vossa misericórdia.
12	12:6b	Exsultábit cor meum in salutári tuo: † cantábo Dómino qui bona tríbuit mihi: * et psallam nómini Dómini altíssimi.	O meu coração exultará na vossa salvação: † cantarei ao Senhor, que me deu coisas boas: * e entoarei salmos ao nome do altíssimo Senhor.
13	13:1a	Dixit insípiens in corde suo: * non est Deus.	Disse o insensato no seu coração: * Não há Deus.
13	13:1b	Corrúpti sunt, et abominábiles facti sunt in stúdiis suis: * non est qui fáciat bonum, non est usque ad unum.	Corromperam-se, e tornaram-se abomináveis nos seus feitos: * não há quem faça o bem, não há nem sequer um.
13	13:2	Dóminus de cælo prospéxit super fílios hóminum, * ut vídeat si est intéllegens, aut requírens Deum.	O Senhor olhou do céu para os filhos dos homens, * para ver se há quem entenda, ou quem procure a Deus.
13	13:3a	Omnes declinavérunt, simul inútiles facti sunt: * non est qui fáciat bonum, non est usque ad unum.	Todos se desviaram, juntos se tornaram inúteis: * não há quem faça o bem, não há nem sequer um.
13	13:3b	Sepúlcrum patens est guttur eórum: † linguis suis dolóse agébant * venénum áspidum sub lábiis eórum.	A sua garganta é um sepulcro aberto, † com as suas línguas enganavam, * veneno de áspides debaixo dos seus lábios.
13	13:3c	Quorum os maledictióne et amaritúdine plenum est: * velóces pedes eórum ad effundéndum sánguinem.	A sua boca está cheia de maldição e de amargura: * os seus pés são velozes para derramar sangue.
13	13:3d	Contrítio et infelícitas in viis eórum, † et viam pacis non cognovérunt: * non est timor Dei ante óculos eórum.	Ruína e infelicidade nos seus caminhos, † e não conheceram o caminho da paz: * não há temor de Deus diante dos seus olhos.
